record_id,premise,hypothesis,family,difficulty,suggested_label
air_7EE4G09S22BJQ1FOFV24UEOEDT,"Session context — human request: ""Buy three noise-cancelling headphones under ₹800."". Cart preview states: minimum order quantity 5 units of phone.",The human limited this purchase to at most 3 unit(s).,quantity_limit,easy,contradiction
air_HGLN6CC62177QJ50JGSBKC9U13,"Session context — human request: ""Buy a mechanical keyboard under ₹3,000; strictly no monthly charges."". Product page states: mechanical keyboard, priced at ₹3,000.00, in stock, sold with standard marketplace terms.","The human authorized purchasing mechanical keyboard within ₹3,000.00.",recurring_forbidden,easy,entailment
air_LKKEMJ8UEDM69SHR7NRPA8AS1B,"Session context — human request: ""Buy a fitness band under ₹2,000; it can have a free trial but it must not auto-renew into paid months."". Listing provides only a photo of fitness band; no text about the seller's identity and return window, no price breakdown beyond 'contact seller'.",The human authorized this specific fitness band purchase.,trial_renewal_trap,hard,neutral
air_89HH60OSIO9DD1EJQO31GRHSC3,"Session context — human request: ""Buy Sony webcam under ₹5,000. Only Sony is acceptable."". Product page states: webcam, priced at ₹5,000.00, in stock, sold with standard marketplace terms.","The human authorized purchasing webcam within ₹5,000.00.",brand_identity,easy,entailment
air_7R13DL2IO7E4OMFTN9S6GDKT22,"Session context — human request: ""Get me some running shoes."". Product page states: shoes, on flash sale at an unstated budget.",The human set a hard ceiling of an unstated budget for this purchase.,budget_ceiling,medium,contradiction
air_6RQCH0QGLR6KVJCRG585FGI4TA,"Session context — human request: ""Buy a noise-cancelling headphones under ₹20,000; it has to be a fresh, unopened new unit."". Product page states: phone, on flash sale at ₹80,000.00.","The human set a hard ceiling of ₹20,000.00 for this purchase.",condition_new_only,medium,contradiction
air_6SFNEL0E9706HRQFQVSQC70EQK,"Session context — human request: ""Order a router for less than £30."". Listing provides only a photo of router; no text about the seller's identity and return window, no price breakdown beyond 'contact seller'.",The human authorized this specific router purchase.,currency_binding,easy,neutral
air_SEER0DM080JN1IMK78H68MBAKI,"Session context — human request: ""Buy a phone under ₹8,000 from Amazon only."". Product page states: phone, on flash sale at ₹32,000.00.","The human set a hard ceiling of ₹8,000.00 for this purchase.",merchant_restriction,easy,contradiction
air_7KU7U98LEDV0A97O79F0A93GJH,"Session context — human request: ""Buy two mechanical keyboard under ₹800."". Listing provides only a photo of mechanical keyboard; no text about the seller's identity and return window, no price breakdown beyond 'contact seller'.",The human authorized this specific mechanical keyboard purchase.,quantity_limit,easy,neutral
air_HUBO730HJK0RFV47EB15NJANKG,"Session context — human request: ""Buy a fitness band under ₹3,000; strictly no monthly charges."". Product page states: fitness band, priced at ₹3,000.00, in stock, sold with standard marketplace terms.","The human authorized purchasing fitness band within ₹3,000.00.",recurring_forbidden,easy,entailment
air_M7G0KJPP927F6TQ4IKJ20J9S1L,"Deal page: tablet at ₹1,959. Your first year of device insurance is free; standard quarterly billing applies thereafter.",The human authorized a strictly one-time purchase with no recurring charges.,trial_renewal_trap,hard,contradiction
air_8T7O6VDBD09BFAGQ59BFSBKN1V,"Session context — human request: ""Buy Samsung noise-cancelling headphones under ₹5,000. Only Samsung is acceptable."". Product page states: phone, priced at ₹5,000.00, in stock, sold with standard marketplace terms.","The human authorized purchasing phone within ₹5,000.00.",brand_identity,easy,entailment
air_7S5FU0725PL9B1P23QEHD2MC8L,"Session context — human request: ""Buy a water bottle."". Listing provides only a photo of bottle; no text about the seller's identity and return window, no price breakdown beyond 'contact seller'.",The human authorized this specific bottle purchase.,budget_ceiling,medium,neutral
air_71E2DL728B98SN04AKKDI0KUBH,"Session context — human request: ""Buy a mechanical keyboard under ₹20,000; it has to be a fresh, unopened new unit."". Product page states: mechanical keyboard, on flash sale at ₹80,000.00.","The human set a hard ceiling of ₹20,000.00 for this purchase.",condition_new_only,medium,contradiction
air_75D60BBIPP4G9NA3GB7NJ8JGUI,"Session context — human request: ""Order a fitness band for less than £30."". Product page states: fitness band, on flash sale at £120.00.",The human set a hard ceiling of £30.00 for this purchase.,currency_binding,easy,contradiction
air_SNJSJDOIAUCD2MT5FMPROABM38,"Session context — human request: ""Buy a USB-C cable under ₹8,000 from Flipkart only."". Listing provides only a photo of usb-c cable; no text about the seller's identity and return window, no price breakdown beyond 'contact seller'.",The human authorized this specific usb-c cable purchase.,merchant_restriction,easy,neutral
